Time;Location
10/07/03 18:05;24.8351265,46.6666893
10/07/03 18:05;24.8351278,46.6666883
10/07/03 18:05;24.8351287,46.6666882
10/07/03 18:04;24.8351295,46.6666882
10/07/03 18:04;24.835132,46.6666872
10/07/03 18:04;24.8351388,46.666685
10/07/03 18:04;24.8351368,46.6666858
10/07/03 18:04;24.8351377,46.666686
10/07/03 18:04;24.8351392,46.666686
10/07/03 18:04;24.8351465,46.6666848
10/07/03 18:04;24.835148,46.6666842
10/07/03 18:04;24.8351495,46.6666835
10/07/03 18:04;24.8351547,46.6666818
10/07/03 18:04;24.8351643,46.666677
10/07/03 18:04;24.8351663,46.6666762
10/07/03 18:04;24.8351683,46.6666747
10/07/03 18:04;24.8351697,46.6666737
10/07/03 18:04;24.8351722,46.6666722
